Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Anquan Boldin;;2.693.750;6.909.000;2.364.000;6.000.000;7.531.250;7.531.250;5.406.250;4.750.000;4.500.000;4.000.000;4.052.500;2.802.500;607.500;527.500;;;;;;;;;;;;
Anthony Adams;;;;;;;1.850.000;1.287.500;1.087.500;1.037.500;1.237.500;6.254.000;609.000;534.000;454.000;;;;;;;;;;;;
Anthony Alabi;;;;;;;;;535.000;;487.166;402.166;282.166;;;;;;;;;;;;;;
Anthony Allen;;;;;;465.000;387.625;;;;;;;;;;;;;;;;;;;;
Anthony Alridge;;;;;;;;;116.250;206.667;;;;;;;;;;;;;;;;;
Anthony Armstrong;;;;;;101.250;450.000;320.000;;;;;;;;;;;;;;;;;;;
Anthony Barr;4.054.750;3.475.500;2.896.250;2.317.000;;;;;;;;;;;;;;;;;;;;;;;
Anthony Becht;;;;;;;525.000;;460.000;865.000;1.630.000;700.000;592.000;1.350.000;1.230.000;1.110.000;990.000;870.000;;;;;;;;;
Anthony Brown;573.736;483.736;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Bryant;;;;;;;685.000;545.000;;;;;254.000;;;;;;;;;;;;;;
Anthony Cannon;;;;;;;;;;454.233;369.233;284.233;;;;;;;;;;;;;;;
Anthony Castonzo;12.800.000;9.800.000;6.800.000;2.545.803;2.182.117;1.818.431;1.454.745;;;;;;;;;;;;;;;;;;;;
Anthony Chickillo;615.000;525.000;358.235;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Clement;;;;;;;;;;;1.120.000;425.000;392.647;3.000.000;3.000.000;3.000.000;;;;;;;;;;;
Anthony Collins;;;;6.000.000;2.125.000;1.025.000;717.625;587.625;502.625;412.625;;;;;;;;;;;;;;;;;
Anthony Davis;;;;7.532.266;4.246.666;3.191.667;2.754.167;3.908.567;;;;;;;;;;;;;;;;;;;
Anthony Denham;;;333.000;98.823;;;;;;;;;;;;;;;;;;;;;;;
Anthony Dixon;;;1.266.666;1.016.666;660.150;520.150;435.150;350.150;;;;;;;;;;;;;;;;;;;
Anthony Fabiano;158.823;105.880;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Fasano;2.750.000;3.187.500;2.031.250;4.281.250;2.375.000;4.375.000;2.675.000;1.876.000;535.000;755.000;647.500;872.500;;;;;;;;;;;;;;;
Anthony Gaitor;;;;;568.404;478.404;388.404;;;;;;;;;;;;;;;;;;;;
Anthony Gonzalez;;;;;;;2.091.250;1.541.250;1.451.250;1.316.250;1.550.000;;;;;;;;;;;;;;;;
Anthony Gray;;;;;;;378.333;;;;;;;;;;;;;;;;;;;;
Anthony Hargrove;;;;;;;575.000;1.226.000;620.000;;850.000;425.000;452.333;377.333;;;;;;;;;;;;;
Anthony Harris;615.000;525.000;102.352;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Hitchens;1.905.716;708.716;618.716;528.716;;;;;;;;;;;;;;;;;;;;;;;
Anthony Jefferson;;;319.666;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Johnson;144.705;282.352;;420.666;;;;;;;;;;;;;;;;;;;;;;;
Anthony Lanier;542.666;452.666;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Levine;1.033.333;1.200.000;1.000.000;495.000;480.000;273.000;;;;;;;;;;;;;;;;;;;;;
Anthony McCoy;;;155.294;1.350.000;656.212;566.212;476.212;346.212;;;;;;;;;;;;;;;;;;;
Anthony Miller;;;;;;;;;;;;;;;;;;;;725.000;;2.425.000;2.300.000;1.600.000;1.000.000;;900.000
Anthony Montgomery;;;;;;;;1.176.000;1.010.000;486.158;401.158;316.158;;;;;;;;;;;;;;;
Anthony Schlegel;;;;;;;;;;;360.000;458.500;;;;;;;;;;;;;;;
Anthony Sherman;1.750.000;2.000.000;1.500.000;1.145.000;555.000;516.725;426.725;;;;;;;;;;;;;;;;;;;;
Anthony Simmons;;;;;;;;;;;1.500.000;1.500.000;;4.000.000;3.100.000;1.339.721;1.247.256;1.154.791;;969.861;;;;;;;
Anthony Smith;;;;;;;525.000;775.000;535.000;618.833;533.833;448.833;;;;;;;;180.000;;1.240.000;1.600.000;1.400.000;2.062.500;;587.500
Anthony Spencer;;;665.000;1.296.875;10.627.200;8.856.000;2.196.000;1.936.000;1.676.000;1.565.000;1.480.000;;;;;;;;;;;;;;;;
Anthony Steen;489.525;525.000;;98.823;;;;;;;;;;;;;;;;;;;;;;;
Anthony Toribio;;;;;;540.000;;320.000;18.235;34.705;;;;;;;;;;;;;;;;;
Anthony Walker Jr.;531.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony Walters;;;;151.765;555.000;465.000;375.000;;;;;;;;;;;;;;;;;;;;
Anthony Waters;;;;;;;;550.000;460.000;519.500;434.500;;;;;;;;;;;;;;;;
Anthony Zettel;570.930;480.930;;;;;;;;;;;;;;;;;;;;;;;;;
Antoine Bethea;3.416.666;6.025.000;4.750.000;3.000.000;5.750.000;6.225.000;5.745.000;8.280.000;552.250;462.250;377.250;292.250;;;;;;;;;;;;;;;
Antoine Caldwell;;;;;;816.062;726.062;606.062;511.062;;;;;;;;;;;;;;;;;;
Antoine Cason;;;;100.588;1.500.000;2.156.000;1.581.000;1.406.000;1.301.000;2.576.000;;;;;;;;;;;;;;;;;
Antoine McClain;;;;;285.882;;;;;;;;;;;;;;;;;;;;;;
Antoine Winfield;;;;;;3.000.000;6.750.000;6.500.000;7.500.000;5.700.000;5.000.000;4.800.000;6.200.000;12.400.000;1.231.000;1.151.000;1.090.000;976.000;;;;;;;;;
Antone Exum;365.294;628.947;497.299;448.947;;;;;;;;;;;;;;;;;;;;;;;
Antone Smith;;388.235;;762.500;662.500;540.000;405.000;320.000;88.400;;;;;;;;;;;;;;;;;;
Antonio Allen;;675.000;1.542.000;570.000;480.000;303.794;;;;;;;;;;;;;;;;;;;;;
Antonio Andrews;;600.000;510.000;247.058;;;;;;;;;;;;;;;;;;;;;;;
Antonio Brown;13.618.333;11.883.333;7.120.833;4.517.500;5.620.000;2.264.358;474.358;344.358;;;;;;;;;;;;;;;;;;;
Antonio Bryant;;;;;;;;5.800.000;;;;;698.750;623.750;688.128;742.232;;;;;;;;;;;
Antonio Cochran;;;;;;;;;;;;;294.411;2.250.000;1.750.000;563.000;;;;;;;;;;;
Antonio Coleman;;;;;;;405.000;323.333;;;;;;;;;;;;;;;;;;;
Antonio Crawford;348.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio Cromartie;;;7.000.000;4.000.000;6.520.000;8.250.000;2.250.000;1.697.500;2.012.500;1.725.000;1.437.500;1.150.000;;;;;;;;;;;;;;;
Antonio Dixon;;;;;;1.250.000;480.000;395.000;310.000;;;;;;;;;;;;;;;;;;
Antonio Freeman;;;;;;;;;;;;;;;2.000.000;2.000.000;5.400.000;3.000.000;;1.153.000;;280.500;243.000;;;;
Antonio Garay;;;;;;1.600.000;815.000;780.000;;;;;;;;;;;;;;;;;;;
Antonio Garcia;544.538;;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio Gates;5.437.500;5.500.000;8.374.264;5.862.500;6.862.500;6.362.500;5.962.500;5.987.500;4.250.000;4.000.000;3.625.000;4.660.000;1.380.000;308.500;228.500;;;;;;;;;;;;
Antonio Hamilton;448.127;451.833;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio Johnson;;;;;850.000;2.000.000;2.000.000;1.684.000;385.000;138.823;233.362;;;;;;;;;;;;;;;;
Antonio Morrison;669.976;579.976;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio Perkins;;;;;;;;;;;;269.375;346.250;;;;;;;;;;;;;;
Antonio Pittman;;;;;;;;;;370.000;285.000;;;;;;;;;;;;;;;;
Antonio Richardson;;;;303.000;;;;;;;;;;;;;;;;;;;;;;;
Antonio Smith;;811.176;2.000.000;4.946.875;9.147.059;9.000.000;5.100.000;6.400.000;5.500.000;2.017.000;510.000;425.000;233.235;73.950;;;;;;;;;;;;;
Antony Auclair;471.666;;;;;;;;;;;;;;;;;;;;;;;;;;
Antrel Rolle;;;5.000.000;9.250.000;9.250.000;9.000.000;3.500.000;6.000.000;5.117.000;2.762.000;3.982.000;5.252.000;1.800.000;;;;;;;;;;;;;;
Antwaan Randle El;;;;;;;;1.900.000;3.976.308;3.081.308;2.428.333;1.585.000;688.750;613.750;533.750;458.750;;;;;;;;;;;
Antwan Applewhite;;;;;;765.000;600.000;470.000;;375.000;290.000;;;;;;;;;;;;;;;;
Antwan Barnes;;;;;1.050.000;1.900.000;1.300.000;1.101.000;555.667;465.667;380.667;;;;;;;;;;;;;;;;
Antwaun Molden;;;;;;131.250;555.000;657.500;572.500;482.500;;;;;;;;;;;;;;;;;
Antwaun Woods;;26.470;;;;;;;;;;;;;;;;;;;;;;;;;
Antwione Williams;;501.115;;;;;;;;;;;;;;;;;;;;;;;;;
Antwon Blake;;1.500.000;1.542.000;570.000;480.000;;;;;;;;;;;;;;;;;;;;;;
Aqib Talib;11.352.941;9.968.750;6.968.750;7.906.250;4.882.813;2.152.500;1.953.750;1.634.117;1.481.250;3.695.000;;;;;;;;;;;;;;;;;
ArDarius Stewart;676.581;;;;;;;;;;;;;;;;;;;;;;;;;;
Arian Foster;;;8.706.250;8.300.000;8.250.000;8.000.000;525.000;420.000;335.000;;;;;;;;;;;;;;;;;;
Arie Kouandjio;361.764;655.417;565.417;;;;;;;;;;;;;;;;;;;;;;;;
Arik Armstead;2.684.354;2.236.961;1.789.569;;;;;;;;;;;;;;;;;;;;;;;;
Arman Shields;;;;;;;;;;401.750;;;;;;;;;;;;;;;;;
Armand Robinson;;;;;;;375.667;;;;;;;;;;;;;;;;;;;;
Armando Allen;;;;;;390.000;375.000;;;;;;;;;;;;;;;;;;;;
Armanti Edwards;;;;;;668.460;583.460;498.460;;;;;;;;;;;;;;;;;;;
Armon Binns;;;;;303.000;316.875;44.117;;;;;;;;;;;;;;;;;;;;
Armond Armstead;;;;;405.000;;;;;;;;;;;;;;;;;;;;;;
Armond Smith;;;;;;465.000;;;;;;;;;;;;;;;;;;;;;
Armonty Bryant;;532.551;601.375;511.375;416.474;;;;;;;;;;;;;;;;;;;;;;
Arnaz Battle;;;;;;;1.362.500;1.250.000;1.492.500;1.342.500;1.202.500;462.500;399.166;324.166;244.166;;;;;;;;;;;;
Arrelious Benn;935.000;600.000;388.000;;730.000;1.015.000;1.680.000;845.000;;;;;;;;;;;;;;;;;;;
Arron Sears;;;;;;;;;960.000;970.000;1.375.000;;;;;;;;;;;;;;;;
Arthur Brown;;;969.335;807.780;646.224;;;;;;;;;;;;;;;;;;;;;;
Arthur Jones;325.588;3.011.764;7.100.000;5.600.000;2.023.000;584.500;494.500;364.500;;;;;;;;;;;;;;;;;;;
Arthur Lynch;;;;350.825;;;;;;;;;;;;;;;;;;;;;;;
Arthur Maulet;136.765;;;;;;;;;;;;;;;;;;;;;;;;;;
Arthur Miley;;;323.000;;;;;;;;;;;;;;;;;;;;;;;;
Arthur Moats;2.883.334;3.133.333;1.483.333;635.000;1.351.000;568.000;433.000;348.000;;;;;;;;;;;;;;;;;;;
Artie Burns;2.179.768;1.743.814;;;;;;;;;;;;;;;;;;;;;;;;;
Artis Hicks;;;;;;1.500.000;1.500.000;1.905.000;;;;;;;;;;;;;;;;;;;
Asa Jackson;578.824;178.823;;604.015;290.257;426.140;;;;;;;;;;;;;;;;;;;;;
Asante Cleveland;;529.410;30.000;123.529;;;;;;;;;;;;;;;;;;;;;;;
Asante Samuel;;;;;5.700.000;2.937.500;7.000.000;9.895.000;9.900.000;9.145.000;7.790.000;834.725;493.125;418.125;303.125;;;;;;;;;;;;
A'Shawn Robinson;1.189.462;951.570;;;;;;;;;;;;;;;;;;;;;;;;;
Asher Allen;;;;;;;706.375;576.375;491.375;;;;;;;;;;;;;;;;;;
Ashlee Palmer;;;;1.583.334;1.333.333;948.333;525.000;;;;;;;;;;;;;;;;;;;;
Ashley Lelie;;;;;;;;;;445.000;2.200.000;600.000;1.345.000;1.295.000;1.170.000;1.050.000;;;;;;;;;;;
Ashton Lampkin;352.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashton Youboty;;;;;;;685.000;1.176.000;731.250;641.250;556.250;471.250;;;;;;;;;;;;;;;
Atari Bigby;;;;;;850.000;525.000;1.699.500;1.545.000;445.000;360.000;275.000;;;;;;;;;;;;;;;
Atiyyah Ellison;;;;;;;;;;;;;230.000;;;;;;;;;;;;;;
Aubrayo Franklin;;;;;1.005.000;615.000;;7.003.000;2.633.334;1.733.333;1.733.333;721.600;380.000;305.000;225.000;;;;;;;;;;;;
Audie Cole;;680.000;660.000;570.000;197.647;406.875;;;;;;;;;;;;;;;;;;;;;
Aundrae Allison;;;;;;;;;460.000;414.875;329.875;;;;;;;;;;;;;;;;
Austen Lane;;;;33.529;;586.049;496.049;366.049;;;;;;;;;;;;;;;;;;;
Austin Blythe;540.000;465.497;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Brown;;;318.000;;;;;;;;;;;;;;;;;;;;;;;;
Austin Carr;465.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Collie;;;;;;1.417.388;634.388;504.388;419.388;;;;;;;;;;;;;;;;;;
Austin Davis;695.000;;966.666;570.000;;390.000;;;;;;;;;;;;;;;;;;;;;
Austin Ekeler;466.666;;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Hooper;733.357;643.357;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Howard;2.525.000;5.900.000;6.400.000;4.400.000;2.023.000;540.000;158.824;325.000;;;;;;;;;;;;;;;;;;;
Austin Johnson;1.286.870;1.029.496;120.000;364.941;;;;;;;;;;;;;;;;;;;;;;;
Austin Pasztor;695.000;1.671.000;660.000;570.000;480.000;68.824;;;;;;;;;;;;;;;;;;;;;
Austin Pettis;;;;;724.567;634.567;519.567;;;;;;;;;;;;;;;;;;;;
Austin Reiter;540.000;397.050;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Seferian-Jenkins;1.011.690;677.534;1.194.301;955.440;;;;;;;;;;;;;;;;;;;;;;;
Austin Shepherd;;;452.423;;;;;;;;;;;;;;;;;;;;;;;;
Austin Spitler;;;;;481.765;540.000;450.000;263.529;;;;;;;;;;;;;;;;;;;
Austin Traylor;191.471;;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Wentworth;;;510.000;345.882;;;;;;;;;;;;;;;;;;;;;;;
Austin Wuebbels;;;;;;390.667;;;;;;;;;;;;;;;;;;;;;
Auston English;;;;;;465.000;;;;;;;;;;;;;;;;;;;;;
Averell Spicer;;;;;;;;225.000;;;;;;;;;;;;;;;;;;;
Avery Moss;528.692;;;;;;;;;;;;;;;;;;;;;;;;;;
Avery Williamson;1.845.613;648.613;558.613;468.613;;;;;;;;;;;;;;;;;;;;;;;
Avery Young;;408.705;;;;;;;;;;;;;;;;;;;;;;;;;
Aviante Collins;470.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Aziz Shittu;351.750;;;;;;;;;;;;;;;;;;;;;;;;;;
B.J. Askew;;;;;;;;;1.020.000;1.825.000;745.000;650.000;530.000;455.000;375.000;;;;;;;;;;;;
B.J. Bello;465.000;;;;;;;;;;;;;;;;;;;;;;;;;;
B.J. Daniels;;;60.000;495.000;;;;;;;;;;;;;;;;;;;;;;;
B.J. Dubose;;333.000;;;;;;;;;;;;;;;;;;;;;;;;;
B.J. Finney;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
B.J. Goodson;685.551;595.551;;;;;;;;;;;;;;;;;;;;;;;;;
B.J. Raji;;;1.750.000;4.000.000;6.595.000;5.455.000;3.060.000;2.667.500;2.050.000;;;;;;;;;;;;;;;;;;
B.J. Symons;;;;;;;;;;;;;;143.019;;;;;;;;;;;;;
B.W. Webb;;635.294;309.705;495.000;515.845;;;;;;;;;;;;;;;;;;;;;;
Babatunde Oshinowo;;;;;;;;;;;45.000;275.000;;;;;;;;;;;;;;;
Bacarri Rambo;;397.058;585.000;174.706;430.418;;;;;;;;;;;;;;;;;;;;;;
Bam Bradley;362.422;;;;;;;;;;;;;;;;;;;;;;;;;;
Baraka Atkins;;;;;;;525.000;;;478.125;393.125;;;;;;;;;;;;;;;;
Barkevious Mingo;2.000.000;675.000;4.458.273;3.715.228;2.972.182;;;;;;;;;;;;;;;;;;;;;;
Baron Batch;;;;;;465.000;386.628;;;;;;;;;;;;;;;;;;;;
Barrett Jones;;;172.058;606.300;516.300;;;;;;;;;;;;;;;;;;;;;;
Barrett Ruud;;;;;;540.000;4.000.000;3.268.000;2.115.750;1.035.750;950.750;865.750;743.000;;;;;;;;;;;;;;
Barry Church;8.000.000;4.750.000;3.250.000;2.000.000;1.323.000;1.044.000;454.000;324.000;;;;;;;;;;;;;;;;;;;
Barry Cofield;;;103.235;7.677.500;3.667.500;4.800.000;5.300.000;1.759.000;1.111.156;546.156;461.156;376.156;;;;;;;;;;;;;;;
Barry Richardson;;;;;;1.020.000;1.835.000;497.816;412.816;322.816;;;;;;;;;;;;;;;;;
Barry Sanders;;;;;;;;;;;;;;;;;;5.499.999;;3.833.333;;4.346.500;2.933.000;3.080.000;4.370.000;;1.245.000
Bart Scott;;;;;;5.950.000;5.650.000;8.350.000;9.000.000;5.566.667;4.766.667;3.166.667;656.000;380.000;300.000;225.500;;;;;;;;;;;
Bashaud Breeland;1.918.500;721.500;601.500;541.500;;;;;;;;;;;;;;;;;;;;;;;
Beanie Wells;;;;;;3.017.500;1.585.000;1.387.500;1.190.000;;;;;;;;;;;;;;;;;;
Bear Pascoe;;;103.325;570.000;892.500;615.000;480.000;395.000;310.000;;;;;;;;;;;;;;;;;;
Beau Allen;705.562;615.562;525.562;435.562;;;;;;;;;;;;;;;;;;;;;;;
Beau Bell;;;;;;;;;;418.300;;;;;;;;;;;;;;;;;
Beau Brinkley;1.168.000;1.068.000;828.000;576.667;486.666;396.666;;;;;;;;;;;;;;;;;;;;;
Beau Gardner;;;319.000;;;;;;;;;;;;;;;;;;;;;;;;
Ben Bass;;;;;293.747;395.747;;;;;;;;;;;;;;;;;;;;;
Ben Braunecker;254.120;370.580;;;;;;;;;;;;;;;;;;;;;;;;;
Ben Claxton;;;;;;;;470.000;385.000;;385.000;195.000;230.000;73.868;17.400;;;;;;;;;;;;
Ben Edwards;;333.000;51.176;;;;;;;;;;;;;;;;;;;;;;;;
Ben Emanuel;;;;;;;;;;;;350.000;;;;;;;;;;;;;;;
Ben Gardner;;;;317.793;;;;;;;;;;;;;;;;;;;;;;;
Ben Garland;690.000;600.000;90.000;420.000;;;405.666;320.666;;;;;;;;;;;;;;;;;;;
Ben Gedeon;623.286;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben Gottschalk;;211.768;;;;;;;;;;;;;;;;;;;;;;;;;
Ben Graham;;;;;;;685.000;;;;;;;;;;;;;;;;;;;;
Ben Grubbs;;;2.400.000;9.100.000;4.300.000;2.700.000;3.875.000;1.560.000;1.450.000;1.250.000;1.965.000;;;;;;;;;;;;;;;;
Ben Guidugli ;;;;;;;376.000;;;;;;;;;;;;;;;;;;;;
Ben Hartsock;;;;;620.000;1.040.000;960.000;1.200.000;1.275.000;;;;;;;;;;;;;;;;;;
Ben Heeney;470.294;450.326;495.681;;;;;;;;;;;;;;;;;;;;;;;;
Ben Jacobs;825.000;158.824;585.000;504.000;;;;;;;;;;;;;;;;;;;;;;;
Ben Jones;4.375.000;2.375.000;1.662.362;690.362;600.362;510.362;;;;;;;;;;;;;;;;;;;;;
Ben Koyack;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Ben Obomanu;;;;;;2.166.667;2.266.667;;385.000;370.000;312.000;284.000;;;;;;;;;;;;;;;
Ben Patrick;;;;;;;;1.684.000;345.000;386.645;301.645;;;;;;;;;;;;;;;;
Ben Roethlisberger;18.200.000;23.950.000;17.245.000;18.895.000;13.595.000;8.895.000;11.320.000;10.355.882;13.497.500;8.247.500;3.127.000;4.545.750;4.220.250;1.785.500;;;;;;;;;;;;;
Ben Smith;;;;;;;;;;;;;;;;;;;;;;;178.000;700.000;1.020.000;;570.000
Ben Tate;;;;;899.250;759.250;674.250;1.159.250;;;;;;;;;;;;;;;;;;;
Ben Utecht;;;;;;;;;2.250.000;2.666.666;435.000;350.000;312.500;237.500;;;;;;;;;;;;;
Ben Wilkerson;;;;;;;;;;445.000;360.000;;98.750;;;;;;;;;;;;;;
Benardrick McKinney;1.457.761;1.214.801;971.840;;;;;;;;;;;;;;;;;;;;;;;;
Bene Benwikere;690.000;;528.514;469.750;;;;;;;;;;;;;;;;;;;;;;;
Benjamin Ijalana;4.250.000;680.000;760.000;926.658;742.772;919.431;735.545;;;;;;;;;;;;;;;;;;;;
Benjamin Watson;2.250.000;3.000.000;1.900.000;1.684.375;1.650.000;4.996.666;4.536.666;2.466.666;1.620.000;1.495.000;1.270.000;1.170.000;1.070.000;950.000;;;;;;;;;;;;;
BenJarvus Green-Ellis;;;;;3.250.000;3.000.000;1.835.000;477.280;392.280;302.280;;;;;;;;;;;;;;;;;
Bennett Jackson;;;318.000;;;;;;;;;;;;;;;;;;;;;;;;
Bennett Okotcha;;333.000;;;;;;;;;;;;;;;;;;;;;;;;;
Bennie Brazell;;;;;;;;;;;;191.375;;;;;;;;;;;;;;;
Bennie Fowler;615.000;525.000;435.000;;;;;;;;;;;;;;;;;;;;;;;;
Bennie Logan;7.953.125;1.842.023;818.523;711.363;576.023;;;;;;;;;;;;;;;;;;;;;;
Benny Cunningham;695.000;1.671.000;588.334;498.333;408.333;;;;;;;;;;;;;;;;;;;;;;
Benson Mayowa;2.600.000;1.800.000;585.000;495.000;405.000;;;;;;;;;;;;;;;;;;;;;;
Bern Brostek;;;;;;;;;;;;;;;;;;;;400.000;;1.500.200;1.400.200;530.000;530.000;;530.000
Bernard Berrian;;;;;;;;4.633.333;6.328.333;9.538.333;1.018.000;593.000;473.000;398.000;;;;;;;;;;;;;
Bernard Pierce;;;660.000;708.986;618.986;528.986;;;;;;;;;;;;;;;;;;;;;
Bernard Pollard;;;;2.675.000;2.000.000;1.950.000;985.000;2.521.000;535.000;710.000;625.000;540.000;;;;;;;;;;;;;;;
Bernard Reedy;;52.940;;;;;;;;;;;;;;;;;;;;;;;;;
Bernard Scott;;;;;97.491;634.377;544.377;414.377;329.377;;;;;;;;;;;;;;;;;;
Bertrand Berry;;;;;;;;;1.250.000;2.000.000;5.000.000;5.000.000;5.000.000;5.000.000;625.000;525.000;568.000;105.000;;285.000;;;;;;;
Bilal Powell;4.633.333;1.733.333;2.000.000;1.531.125;655.125;565.125;475.125;;;;;;;;;;;;;;;;;;;;
Bill Bentley;;;;727.278;637.278;527.278;;;;;;;;;;;;;;;;;;;;;
Bill Nagy;;;;;;465.000;386.475;;;;;;;;;;;;;;;;;;;;
Bill Swancutt;;;;;;;;;;;;221.333;256.333;;;;;;;;;;;;;;
Billy Bajema;;;;;;605.000;1.018.334;833.333;653.333;927.000;444.533;359.533;239.533;;;;;;;;;;;;;;
Billy Cundiff;;;;;555.000;;2.100.000;1.226.000;460.000;;;;;;;;;;;;;;;;;;
Billy Joe  Hobert;;;;;;;;;;;;;;;;100.000;;440.000;;175.000;;700.000;;;;;
Billy Miller;;;;;;;;;1.045.000;955.000;435.000;425.000;;950.000;709.117;467.000;;275.000;;;;;;;;;
Billy Turner;794.000;444.367;723.000;594.250;;;;;;;;;;;;;;;;;;;;;;;
Billy Volek;;;;;;;2.740.000;3.083.333;2.833.333;1.083.333;2.750.000;1.555.000;1.405.000;1.090.000;605.980;375.980;298.980;193.980;;;;;;;;;
Billy Winn;528.000;600.000;1.542.000;589.670;499.670;409.670;;;;;;;;;;;;;;;;;;;;;
Bishop Sankey;418.000;;873.522;698.818;;;;;;;;;;;;;;;;;;;;;;;
Bjoern Werner;;;2.153.562;1.794.635;1.435.708;;;;;;;;;;;;;;;;;;;;;;
Blaine Gabbert;895.000;2.300.000;1.750.000;2.011.587;3.273.176;2.727.647;2.182.118;;;;;;;;;;;;;;;;;;;;
Blair Brown;538.678;;;;;;;;;;;;;;;;;;;;;;;;;;
Blair Thomas;;;;;;;;;;;;;;;;;;;;;;;;550.000;1.800.000;;1.400.000
Blair Walsh;1.034.375;;2.239.483;599.483;509.483;419.483;;;;;;;;;;;;;;;;;;;;;
Blair White;;;;;;;450.000;320.000;;;;;;;;;;;;;;;;;;;
Blake Annen;;348.000;;197.647;;;;;;;;;;;;;;;;;;;;;;;
Blake Bell;615.000;651.283;561.283;;;;;;;;;;;;;;;;;;;;;;;;
Blake Bortles;6.571.985;5.633.130;4.694.275;3.755.420;;;;;;;;;;;;;;;;;;;;;;;
Blake Costanzo;;;;;940.000;1.000.000;750.000;545.000;;;;;;;;;;;;;;;;;;;
Blake Countess;540.000;185.290;;;;;;;;;;;;;;;;;;;;;;;;;
Blake DeChristopher;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Blake Jarwin;282.396;;;;;;;;;;;;;;;;;;;;;;;;;;
Blake Martinez;635.848;545.848;;;;;;;;;;;;;;;;;;;;;;;;;
Blidi Wreh-Wilson;615.000;119.117;789.416;683.441;569.081;;;;;;;;;;;;;;;;;;;;;;
Bo Ruud;;;;;;;;;310.000;221.225;;;;;;;;;;;;;;;;;
Bo Scaife;;;;;;;1.000.000;4.908.000;4.462.000;1.417.000;462.833;377.833;257.833;;;;;;;;;;;;;;
Bob Sanders;;;;;;;2.000.000;4.150.833;5.467.500;8.080.000;781.667;696.667;576.667;555.666;;;;;;;;;;;;;
Bobbie Williams;;;;;;1.325.000;2.388.236;2.700.000;3.325.000;2.925.000;2.525.000;3.458.333;1.883.333;1.083.333;503.125;428.125;351.125;246.125;;;;;;;;;
Bobby Carpenter;;;;;;;525.000;60.000;2.050.000;1.755.000;1.525.000;1.220.000;;;;;;;;;;;;;;;
Bobby Hart;;542.897;452.897;;;;;;;;;;;;;;;;;;;;;;;;
Bobby Massie;6.034.375;5.818.750;1.471.433;680.845;590.845;500.845;;;;;;;;;;;;;;;;;;;;;
Bobby McCain;672.072;582.072;492.072;;;;;;;;;;;;;;;;;;;;;;;;
Bobby McCray;;;;;;;;630.000;2.900.000;3.300.000;1.850.000;433.166;313.166;238.166;;;;;;;;;;;;;
Bobby Rainey;;680.000;1.542.000;570.000;282.353;273.000;;;;;;;;;;;;;;;;;;;;;
Bobby Richardson;;;436.666;;;;;;;;;;;;;;;;;;;;;;;;
Bobby Wagner;7.600.000;6.068.750;2.970.663;1.174.854;979.045;783.236;;;;;;;;;;;;;;;;;;;;;
Bobo Wilson;136.765;;;;;;;;;;;;;;;;;;;;;;;;;;
Bojay Filimoeatu;;;;74.117;;;;;;;;;;;;;;;;;;;;;;;
Boss Bailey;;;;;;;;;;1.565.000;1.630.000;1.000.000;920.000;840.000;760.000;;;;;;;;;;;;
Brad Badger;;;;;;;;;;;;2.445.000;1.310.000;1.238.000;450.000;75.000;687.500;547.500;;203.000;;;;;;;
Brad Bars;;;51.176;;;;;;;;;;;;;;;;;;;;;;;;
Brad Butler;;;;;;;;;2.043.750;2.488.750;403.750;318.750;;;;;;;;;;;;;;;
Brad Cottam;;;;;;;;664.667;579.667;489.667;;;;;;;;;;;;;;;;;
Brad Herman;;;;;;390.833;;;;;;;;;;;;;;;;;;;;;
Brad Johnson;;;;;;;;;;2.833.333;1.833.333;1.500.000;1.310.000;6.800.000;5.300.000;6.800.000;2.050.000;1.239.999;;2.189.999;;827.500;365.500;200.000;168.750;;
Brad Jones;;;;3.925.000;2.500.000;630.063;495.063;405.063;325.063;;;;;;;;;;;;;;;;;;
Brad Kaaya;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
